23,29,26,23,25,20,0,0
21,28,24,21,24,19,0,0
23,29,26,23,25,21,0,0
21,28,24,21,24,19,0,0
23,29,26,23,25,21,0,0
21,28,24,21,24,19,0,0
23,29,26,23,25,21,0,0
21,28,24,21,24,19,0,0
23,29,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,29,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,29,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,29,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,29,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,29,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,28,26,23,25,20,0,0
21,27,24,21,24,19,0,0
23,28,26,23,25,20,0,0
20,27,24,21,24,19,0,0
23,28,26,23,24,20,0,0
20,27,24,21,24,19,0,0
22,28,26,23,24,20,0,0
20,27,24,21,24,19,0,0
22,28,26,23,24,20,0,0
20,27,24,21,24,19,0,0
22,28,26,23,24,20,0,0
20,27,24,21,24,19,0,0
22,28,26,23,24,20,0,0
20,27,24,21,24,19,0,0
22,28,26,23,24,20,0,0
20,27,24,21,24,19,0,0
22,28,26,23,24,20,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,20,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,19,0,0
22,28,26,23,24,19,0,0
20,26,23,21,24,18,0,0
22,28,25,23,24,19,0,0
20,26,23,21,24,18,0,0
22,28,25,23,24,19,0,0
20,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
20,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
20,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
20,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
20,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,26,23,21,24,18,0,0
22,27,25,23,24,19,0,0
22,27,25,23,24,19,0,0
19,25,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,25,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,25,23,21,24,18,0,0
22,27,25,23,24,19,0,0
19,25,23,21,24,18,0,0
22,27,25,22,24,19,0,0
19,25,23,21,24,18,0,0
22,27,25,22,24,19,0,0
19,25,23,21,24,18,0,0
21,27,25,22,24,19,0,0
19,25,23,21,24,18,0,0
21,26,25,22,24,19,0,0
19,25,23,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,23,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,23,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,20,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
19,25,22,21,24,18,0,0
21,26,25,22,24,18,0,0
21,26,25,22,25,18,0,0
19,25,22,20,24,18,0,0
22,27,25,22,25,19,0,0
19,26,22,20,24,18,0,0
22,27,25,22,25,19,0,0
19,26,22,20,24,19,0,0
22,27,25,22,25,19,0,0
19,26,22,21,24,19,0,0
22,27,25,22,25,19,0,0
19,26,22,21,24,19,0,0
22,27,25,22,25,19,0,0
19,26,22,21,24,19,0,0
22,27,25,22,25,19,0,0
20,26,23,21,24,19,0,0
22,27,25,22,25,19,0,0
20,26,22,21,24,19,0,0
22,28,25,22,25,19,0,0
20,27,22,21,24,19,0,0
22,28,25,22,25,19,0,0
20,27,22,21,25,19,0,0
22,28,25,22,25,19,0,0
20,27,22,21,25,19,0,0
22,28,25,22,25,19,0,0
20,27,23,21,25,19,0,0
22,28,25,22,25,19,0,0
20,27,23,21,25,19,0,0
22,29,25,22,25,20,0,0
20,28,23,21,25,19,0,0
22,29,25,23,25,20,0,0
20,28,23,21,25,19,0,0
22,29,25,22,25,20,0,0
20,28,22,21,25,19,0,0
22,29,25,23,25,20,0,0
20,28,22,21,25,19,0,0
22,29,25,22,26,20,0,0
20,28,22,21,25,19,0,0
22,30,25,22,26,20,0,0
23,30,25,22,26,20,0,0
20,29,22,21,25,20,0,0
23,30,25,23,26,20,0,0
20,29,22,21,25,20,0,0
23,30,25,23,26,20,0,0
20,29,22,21,25,20,0,0
23,31,25,23,26,20,0,0
20,29,22,21,26,20,0,0
23,31,25,23,26,20,0,0
20,30,22,21,26,20,0,0
23,31,25,23,26,20,0,0
21,30,22,21,26,20,0,0
23,31,25,23,26,20,0,0
21,30,22,21,26,20,0,0
23,32,25,23,26,20,0,0
21,31,22,21,26,20,0,0
23,32,25,23,26,21,0,0
21,31,22,21,26,20,0,0
23,32,25,23,26,21,0,0
21,31,22,21,26,20,0,0
23,33,25,23,27,21,0,0
21,32,22,21,26,21,0,0
23,33,25,23,27,21,0,0
21,32,22,21,26,21,0,0
23,33,25,23,27,21,0,0
21,32,22,21,26,21,0,0
24,34,25,23,27,21,0,0
21,33,22,21,26,21,0,0
24,34,25,23,27,21,0,0
24,34,25,23,27,21,0,0
21,33,22,21,26,21,0,0
24,34,25,23,27,22,0,0
21,33,23,21,26,21,0,0
24,35,25,23,27,22,0,0
21,33,23,21,26,22,0,0
24,35,25,23,27,22,0,0
21,34,22,21,27,22,0,0
24,35,25,23,27,22,0,0
24,36,25,23,27,22,0,0
21,34,22,21,27,22,0,0
25,36,25,23,27,22,0,0
21,34,22,21,27,22,0,0
25,36,25,23,27,22,0,0
22,34,23,21,27,22,0,0
25,36,25,23,27,22,0,0
22,35,23,21,27,22,0,0
25,37,25,23,27,22,0,0
22,35,23,21,27,22,0,0
25,37,25,23,27,22,0,0
